iter	Logloss
0	0.6809195591
1	0.6687052371
2	0.6545571682
3	0.6402504313
4	0.6271444835
5	0.615682737
6	0.6063609196
7	0.597324548
8	0.5849197697
9	0.5756455961
10	0.5618409479
11	0.5484459471
12	0.5396972824
13	0.5284624815
14	0.5191906674
15	0.5070417372
16	0.4988581229
17	0.4932140665
18	0.483292079
19	0.4759502996
20	0.4680707292
21	0.4569544397
22	0.4508820084
23	0.4424675616
24	0.4330072197
25	0.4261519703
26	0.4200348003
27	0.4130195775
28	0.40694669
29	0.3999228998
30	0.3909406489
31	0.3852626963
32	0.3801728617
33	0.3741677067
34	0.3674869364
35	0.3623109265
36	0.3554701523
37	0.3499698357
38	0.34293046
39	0.3383662278
40	0.3344528556
41	0.3276298339
42	0.3227305727
43	0.3186741493
44	0.3146662149
45	0.3101523584
46	0.3065429406
47	0.3008975094
48	0.2964591742
49	0.291411065
50	0.2874236172
51	0.2833833662
52	0.2787293532
53	0.2755582138
54	0.270280048
55	0.2654993231
56	0.2624838829
57	0.2589558612
58	0.2555813616
59	0.252370636
60	0.2477469
61	0.2442798994
62	0.2406722687
63	0.2378796588
64	0.2345155922
65	0.2321616151
66	0.2298534209
67	0.2259975498
68	0.2229097605
69	0.2191340642
70	0.2157073845
71	0.2124967423
72	0.2094964157
73	0.2057744785
74	0.2033844406
75	0.2012119488
76	0.1992157611
77	0.1971242103
78	0.1941137921
79	0.192600972
80	0.1907495564
81	0.1889321089
82	0.1864304174
83	0.1840548147
84	0.1817658793
85	0.1786725933
86	0.1761133714
87	0.1739401839
88	0.1724271753
89	0.1707327323
90	0.1682275144
91	0.1668498191
92	0.1654562712
93	0.1635723916
94	0.1615975662
95	0.1604889133
96	0.158450261
97	0.1567008517
98	0.154563919
99	0.1530726715
100	0.151425793
101	0.1498134223
102	0.1486985055
103	0.1473933003
104	0.1455141328
105	0.1441777836
106	0.1426008116
107	0.1413265445
108	0.1399545431
109	0.1387082967
110	0.1372683764
111	0.1360045
112	0.1347339457
113	0.1335333001
114	0.1325178753
115	0.1310764898
116	0.1295701807
117	0.1283169681
118	0.1272776235
119	0.1257967949
120	0.1246575095
121	0.1232416998
122	0.1218415
123	0.1207287875
124	0.1194655418
125	0.118589217
126	0.117467178
127	0.1164841132
128	0.1155156959
129	0.1143933383
130	0.1136446454
131	0.1128707669
132	0.1118341273
133	0.1107582656
134	0.1101336501
135	0.1091368632
136	0.1083396717
137	0.1071457213
138	0.1063611247
139	0.1048460906
140	0.1038536397
141	0.1032849474
142	0.1026914445
143	0.1018205209
144	0.1010182641
145	0.1002351522
146	0.0995134928
147	0.09855185964
148	0.09774004438
149	0.09691615647
150	0.09620834047
151	0.09548333992
152	0.09484832287
153	0.09424789169
154	0.09339715242
155	0.09273853952
156	0.09205592004
157	0.09135795832
158	0.09076787233
159	0.09008789388
160	0.08951191252
161	0.08882180994
162	0.08787117871
163	0.08722035993
164	0.08634801453
165	0.08601692048
166	0.08537617813
167	0.08464036421
168	0.08407173807
169	0.08334661614
170	0.08298281431
171	0.08248955987
172	0.08182764162
173	0.08119795322
174	0.0804212917
